,1,Sales Liquidation By SKU,Report  Date: 01-04-2024 03:04,,,,,,,
21892,TGM - BEEF BREAKFAST STEAK - KILO,30-Mar-24,30-Mar-24,KG,0.17,88,102.14,89.88,0,89.88  
21825,TGM - GROUND BEEF - KILO,31-Mar-24,31-Mar-24,KG,1.26,88,463.1,407.53,0,407.53  
21826,TGM - PORKCHOP SOBI - KILO,31-Mar-24,31-Mar-24,KG,0.49,88,183.82,161.76,0,161.76  
21828,TGM - PORK MARINATED BELLY - KILO,31-Mar-24,31-Mar-24,KG,0.82,88,398.54,313.14,37.58,350.72  
21829,TGM - PORK BBQ SKEWERED - KILO,31-Mar-24,31-Mar-24,KG,0.45,88,193.05,151.68,18.2,169.88  
21832,TGM - PORK BELLY SOBI - KILO,31-Mar-24,31-Mar-24,KG,0.26,88,114.14,100.44,0,100.44  
21834,TGM - REGULAR GROUND PORK - KILO,31-Mar-24,31-Mar-24,KG,3.72,88,"1,035.10",910.89,0,910.89  
21838,TGM - PORK MENUDO CUT - KILO,31-Mar-24,31-Mar-24,KG,1.98,88,649.78,571.81,0,571.81  
21843,TGM - PORK STEAK - KILO,31-Mar-24,31-Mar-24,KG,5.76,88,"1,873.33","1,648.53",0,"1,648.53  "
21844,TGM - PORK BABY BACK RIBS - KILO,31-Mar-24,31-Mar-24,KG,3.38,88,"1,517.62","1,335.51",0,"1,335.51  "
21854,TGM - PORK PORKCHOP SKINLESS - KILO,31-Mar-24,31-Mar-24,KG,0.3,88,111.81,98.39,0,98.39  
21862,TGM - PORKCHOP BONELESS - KILO,31-Mar-24,31-Mar-24,KG,1.5,88,594.52,523.18,0,523.18  
21866,TGM - PORK ADOBO CUT - KILO,31-Mar-24,31-Mar-24,KG,1.85,88,605.37,532.73,0,532.73  
21869,TGM - PIGUE SOBL - KILO,31-Mar-24,31-Mar-24,KG,0.76,88,263.5,231.88,0,231.88  
21870,TGM - KASIM SOBL - KILO,31-Mar-24,31-Mar-24,KG,0.54,88,188.46,165.84,0,165.84  
21920,TGM - BEEF SUKIYAKI - KILO,31-Mar-24,31-Mar-24,KG,0.34,86,213.86,183.92,0,183.92  
21921,TGM - PORK LECHON KAWALI - KILO,31-Mar-24,31-Mar-24,KG,0.75,86,299.25,257.36,0,257.36  
Total Amount (PHP) :,,,,,,,"216,879.60","190,198.76",337.14,"190,535.90"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SKU wise summary:-,,,,,,,,,,
,,,,,,,,,,
Item Summary #,SKU,Description,QTY,Concession Amt ,Input VAT,Concession Amt,,,,
,,,,(Excl of VAT),,(Incl of VAT),,,,
1,104086242,TGM - BELLY SKIN ON BONE IN 500G - PACK,1,209,0,209.00  ,,,,
2,104086246,TGM - MENUDO CUT 500G - PACK,2,317.68,0,317.68  ,,,,
3,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,4,"1,303.50",0,"1,303.50  ",,,,
4,21825,TGM - GROUND BEEF - KILO,31.31,"10,069.28",0,"10,069.28  ",,,,
5,21826,TGM - PORKCHOP SOBI - KILO,10.75,"3,368.13",0,"3,368.13  ",,,,
6,21828,TGM - PORK MARINATED BELLY - KILO,6.59,"2,504.44",300.53,"2,804.97  ",,,,
7,21829,TGM - PORK BBQ SKEWERED - KILO,0.91,305.05,36.61,341.66  ,,,,
8,21832,TGM - PORK BELLY SOBI - KILO,22.74,"8,738.67",0,"8,738.67  ",,,,
9,21834,TGM - REGULAR GROUND PORK - KILO,28.76,"7,018.02",0,"7,018.02  ",,,,
10,21837,TGM - PORK SINIGANG CUT - KILO,20.7,"4,646.40",0,"4,646.40  ",,,,
11,21838,TGM - PORK MENUDO CUT - KILO,20.57,"5,928.83",0,"5,928.83  ",,,,
12,21839,TGM - PATA SLICED - KILO,0.99,313.68,0,313.68  ,,,,
13,21841,TGM - LEAN GROUND PORK - KILO,21.71,"5,306.92",0,"5,306.92  ",,,,
14,21842,TGM - PATA FRONT - KILO,7.01,"2,130.65",0,"2,130.65  ",,,,
15,21843,TGM - PORK STEAK - KILO,62.91,"18,371.15",0,"18,371.15  ",,,,
16,21844,TGM - PORK BABY BACK RIBS - KILO,72.93,"28,649.26",0,"28,649.26  ",,,,
17,21846,TGM - PORK RIB SHOULDER - KILO,16.72,"5,483.85",0,"5,483.85  ",,,,
18,21848,TGM - PORK BUTTERFLY CUT - KILO,2.78,911.59,0,911.59  ,,,,
19,21849,TGM - PORK CUTLETS - KILO,2.14,770.23,0,770.23  ,,,,
20,21851,TGM - PORK LIVER - KILO,10.69,"1,857.68",0,"1,857.68  ",,,,
21,21854,TGM - PORK PORKCHOP SKINLESS - KILO,28.2,"9,320.65",0,"9,320.65  ",,,,
22,21855,TGM - PORK TENDERLOIN - KILO,1.71,686.67,0,686.67  ,,,,
23,21857,TGM - PORK SUKIYAKI CUT - KILO,9.62,"3,826.88",0,"3,826.88  ",,,,
24,21859,TGM - PORK BACON SLICE - KILO,11.83,"4,847.64",0,"4,847.64  ",,,,
25,21862,TGM - PORKCHOP BONELESS - KILO,28.57,"9,965.48",0,"9,965.48  ",,,,
26,21865,TGM - PORK SAMGYEOPSAL - KILO,4.07,"1,663.76",0,"1,663.76  ",,,,
27,21866,TGM - PORK ADOBO CUT - KILO,37.75,"10,846.26",0,"10,846.26  ",,,,
28,21868,TGM - KASIM SLBL - KILO,1.24,345.29,0,345.29  ,,,,
29,21869,TGM - PIGUE SOBL - KILO,9.38,"2,857.16",0,"2,857.16  ",,,,
30,21870,TGM - KASIM SOBL - KILO,12.02,"3,673.10",0,"3,673.10  ",,,,
31,21871,TGM - BEEF CUBES - KILO,4.99,"2,297.82",0,"2,297.82  ",,,,
32,21873,TGM - BEEF SIRLOIN - KILO,6.9,"3,832.88",0,"3,832.88  ",,,,
33,21878,TGM - BEEF KALITIRAN - KILO,3.2,"1,603.47",0,"1,603.47  ",,,,
34,21881,TGM - BEEF BRISKET BL - KILO,3.54,"1,646.86",0,"1,646.86  ",,,,
35,21882,TGM - BEEF RIB EYE STEAK - KILO,1.27,878.32,0,878.32  ,,,,
36,21890,TGM - BEEF MECHADO - KILO,6.7,"3,170.84",0,"3,170.84  ",,,,
37,21892,TGM - BEEF BREAKFAST STEAK - KILO,7.78,"4,194.12",0,"4,194.12  ",,,,
38,21893,TGM - BEEF STROGANOFF - KILO,2.36,"1,303.54",0,"1,303.54  ",,,,
39,21897,TGM - BEEF SUKIYAKI CUT - KILO,0.52,283.33,0,283.33  ,,,,
40,21901,TGM - OX TRIPE - KILO,4.9,"1,070.41",0,"1,070.41  ",,,,
41,21920,TGM - BEEF SUKIYAKI - KILO,17.81,"9,543.51",0,"9,543.51  ",,,,
42,21921,TGM - PORK LECHON KAWALI - KILO,12.19,"4,136.75",0,"4,136.75  ",,,,
,Total Amount (PHP) :,,,"190,198.76",337.14,"190,535.90",,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
NOTE:  Concession Rate (%) = 100% - Latest Commission Rate of the Item ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
APPROVED BY:,,,,,,,,,,
,,,,,,,,,,
                                                       _______________________________,,,,,,,,,,
                                                               MERCHANDISING,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End of Report ,,,,,,,,,,
